0	57.4978733444
0.1	58.1476205502
0.2	58.7977915893
0.3	59.4499459334
0.4	60.1025689329
0.5	60.7572930401
0.6	61.4125365438
0.7	62.070007443
0.8	62.7280551983
0.9	63.388465335
1	64.049517424
1.1	64.7130757638
1.2	65.3773498426
1.3	66.0442830723
1.4	66.7120157298
1.5	67.3825695644
1.6	68.0540178102
1.7	68.7284584136
1.8	69.4039013089
1.9	70.0825168379
2	70.7622572819
2.1	71.4453595642
2.2	72.1297197392
2.3	72.8176212459
2.4	73.5068098002
2.5	74.1994037958
2.6	74.8932092436
2.7	75.5900210164
2.8	76.2879581334
2.9	76.9885102731
3	77.6900933614
3.1	78.3939171468
3.2	79.0986681331
3.3	79.8053024582
3.4	80.5127499355
3.5	81.2217402477
3.6	81.9314185154
3.7	82.6423157644
3.8	83.3537638673
3.9	84.0661234629
4	84.7788842293
4.1	85.4922650064
4.2	86.2058840862
4.3	86.9198472756
4.4	87.6338721779
4.5	88.3479803815
4.6	89.0619595128
4.7	89.7757756804
4.8	90.4892573829
4.9	91.2023437903
5	91.9148753807
5.1	92.6267926062
5.2	93.3379194151
5.3	94.048225314
5.4	94.7574897263
5.5	95.4657384004
5.6	96.1726938246
5.7	96.8784632057
5.8	97.5828039608
5.9	98.2859107487
6	98.9875144824
6.1	99.6878935679
6.2	100.386691904
6.3	101.084273458
6.4	101.780192577
6.5	102.474900946
6.6	103.167861006
6.7	103.859614564
6.8	104.549529556
6.9	105.238240543
7	105.92501814
7.1	106.610592486
7.2	107.294133878
7.3	107.976471019
7.4	108.656670735
7.5	109.335663414
7.6	110.012409136
7.7	110.687943193
7.8	111.361115557
7.9	112.033069699
8	112.702542086
8.1	113.370787654
8.2	114.036425965
8.3	114.700826679
8.4	115.362489106
8.5	116.022900796
8.6	116.680437576
8.7	117.336707903
8.8	117.989961061
8.9	118.641929219
9	119.2907323
9.1	119.938228702
9.2	120.582405478
9.3	121.225250002
9.4	121.864487507
9.5	122.502313512
9.6	123.135981105
9.7	123.76805655
9.8	124.395367912
9.9	125.020887191
10	125.641009918
10.1	126.259128377
10.2	126.871190865
10.3	127.48101993
10.4	128.084107175
10.5	128.68470928
10.6	129.277858631
10.7	129.868241921
10.8	130.450438805
10.9	131.029551597
11	131.599725223
11.1	132.166450211
11.2	132.723469297
11.3	133.276617483
11.4	133.819294084
11.5	134.357609846
11.6	134.884820223
11.7	135.40715055
11.8	135.917859274
11.9	136.423124522
12	136.916276927
12.1	137.403326232
12.2	137.877800847
12.3	138.345403032
12.4	138.800006536
12.5	139.246844884
12.6	139.68030817
12.7	140.104974853
12.8	140.515948925
12.9	140.916939078
13	141.303990779
13.1	141.679696198
13.2	142.041303778
13.3	142.390006221
13.4	142.724554763
13.5	143.044418837
13.6	143.350195533
13.7	143.639261146
13.8	143.914450459
13.9	144.170624808
14	144.413571826
14.1	144.635319235
14.2	144.845689396
14.3	145.034402813
14.4	145.213745882
14.5	145.371501335
14.6	145.521726875
14.7	145.650440525
14.8	145.77330502
14.9	145.874744099
15	145.971863073
15.1	146.04765586
15.2	146.120514698
15.3	146.17215961
15.4	146.22212321
15.5	146.250997063
15.6	146.279318445
15.7	146.286683964
15.8	146.294049483
15.9	146.28152457
16	146.268537199
16.1	146.237624641
16.2	146.205338706
16.3	146.156903066
16.4	146.106277335
16.5	146.04111531
16.6	145.97303372
16.7	145.89217963
16.8	145.807838662
16.9	145.712617772
17	145.613555653
17.1	145.505319982
17.2	145.393025066
17.3	145.273078902
17.4	145.148976633
17.5	145.018577112
17.6	144.884036702
17.7	144.744398593
17.8	144.600739465
17.9	144.453039861
18	144.301537884
18.1	144.146920819
18.2	143.988814354
18.3	143.828395342
18.4	143.664891131
18.5	143.499761645
18.6	143.332040559
18.7	143.163272445
18.8	142.992495128
18.9	142.82114202
19	142.648444597
19.1	142.47544067
19.2	142.301551683
19.3	142.12744942
19.4	141.952566675
19.5	141.777540529
19.6	141.601824209
19.7	141.426020559
19.8	141.249629709
19.9	141.073193973
20	140.896286719
20.1	140.719363532
20.2	140.542097295
20.3	140.364830684
20.4	140.187362393
20.5	140.009894103
20.6	139.832382258
20.7	139.654868567
20.8	139.477456811
20.9	139.300054309
21	139.122886035
21.1	138.945751461
21.2	138.768970363
21.3	138.592260818
21.4	138.416011064
21.5	138.239884228
21.6	138.064310633
21.7	137.888924974
21.8	137.714173178
21.9	137.539688174
22	137.365904814
22.1	137.192481167
22.2	137.019814057
22.3	136.847613908
22.4	136.676212216
22.5	136.505399373
22.6	136.335413799
22.7	136.166153954
22.8	135.997736913
22.9	135.830197868
23	135.663503673
23.1	135.497855569
23.2	135.333040613
23.3	135.169456159
23.4	135.006679104
23.5	134.845333814
23.6	134.684791124
23.7	134.525974926
23.8	134.368657984
23.9	134.215313222
24	134.064539295
24.1	133.922347956
24.2	133.783341652
24.3	133.658216668
24.4	133.536384012
24.5	133.434407251
24.6	133.335291596
24.7	133.262773715
24.8	133.192099248
24.9	133.155641417
25	133.119356826
25.1	133.125914801
25.2	133.132472775
25.3	133.187182566
25.4	133.244127843
25.5	133.352108044
25.6	133.465400653
25.7	133.628468899
25.8	133.800003728
25.9	134.019841859
26	134.25144651
26.1	134.530350875
26.2	134.824508693
26.3	135.165515479
26.4	135.525406053
26.5	135.932378095
26.6	136.361931963
26.7	136.839677573
26.8	137.343647161
26.9	137.898078144
27	138.482127671
27.1	139.120466562
27.2	139.791284603
27.3	140.521881081
27.4	141.286607553
27.5	142.111728198
27.6	142.967265308
27.7	143.878896322
27.8	144.81334838
27.9	145.79928176
28	146.800470955
28.1	147.8477148
28.2	148.903443072
28.3	149.998435741
28.4	151.097055001
28.5	152.225224303
28.6	153.355458654
28.7	154.501516979
28.8	155.648796643
28.9	156.80051488
29	157.950144185
29.1	159.095285055
29.2	160.232590124
29.3	161.359018543
29.4	162.472995439
29.5	163.575346846
29.6	164.665991218
29.7	165.749205061
29.8	166.822816162
29.9	167.892369503
30	168.95522778
30.1	170.016321264
30.2	171.074401593
30.3	172.132061467
30.4	173.191178883
30.5	174.250575227
30.6	175.314680448
30.7	176.378886907
30.8	177.443791028
30.9	178.507528892
31	179.5667973
31.1	180.622631724
31.2	181.669840631
31.3	182.710408611
31.4	183.739138984
31.5	184.757161426
31.6	185.760992662
31.7	186.749287087
31.8	187.721791121
31.9	188.673285863
32	189.608021808
32.1	190.515771978
32.2	191.406281396
32.3	192.263486913
32.4	193.103289797
32.5	193.903315714
32.6	194.685907288
32.7	195.422306649
32.8	196.141155065
32.9	196.807694479
33	197.456239513
33.1	198.046927587
33.2	198.618580402
33.3	199.12765013
33.4	199.615728763
33.5	200.035092108
33.6	200.429333758
33.7	200.741439888
33.8	201.019093501
33.9	201.208390187
34	201.353964836
34.1	201.426196595
34.2	201.454989291
34.3	201.425582575
34.4	201.354589611
34.5	201.238434352
34.6	201.08319539
34.7	200.893844227
34.8	200.66869928
34.9	200.418658788
35	200.136979903
35.1	199.837967333
35.2	199.512371302
35.3	199.175522418
35.4	198.817995378
35.5	198.453538292
35.6	198.074008795
35.7	197.690541768
35.8	197.29707175
35.9	196.902069273
36	196.502557059
36.1	196.103459794
36.2	195.705773709
36.3	195.31005263
36.4	194.922092757
36.5	194.537266174
36.6	194.167026827
36.7	193.800677757
36.8	193.456310323
36.9	193.116063132
37	192.80562103
37.1	192.498473862
37.2	192.225107862
37.3	191.953644479
37.4	191.716592975
37.5	191.479990749
37.6	191.278664505
37.7	191.07733826
37.8	190.910371589
37.9	190.744468512
38	190.611318108
38.1	190.480818563
38.2	190.38165196
38.3	190.286817002
38.4	190.222061104
38.5	190.163433564
38.6	190.133776156
38.7	190.112184546
38.8	190.118579475
38.9	190.135144746
39	190.178750478
39.1	190.234793002
39.2	190.315787147
39.3	190.410987309
39.4	190.528212242
39.5	190.660711377
39.6	190.812554869
39.7	190.980552288
39.8	191.165476471
39.9	191.367282278
40	191.583840494
40.1	191.817870255
40.2	192.064703001
40.3	192.329472778
40.4	192.605303958
40.5	192.899425681
40.6	193.20305917
40.7	193.525236328
40.8	193.855552813
40.9	194.204576465
41	194.560530578
41.1	194.935275654
41.2	195.315893365
41.3	195.715315256
41.4	196.119691542
41.5	196.542822971
41.6	196.970119744
41.7	197.416067896
41.8	197.865512195
41.9	198.333456115
42	198.804338447
