0	0
3687	4.91
6125	6.3
8562	2.2
11000	-1.16
12500	-5.45
14000	-11.42
15500	-17.1
17000	-26.69
18500	-40.94
20000	-44.72
21500	-44.62
23000	-38.03
24500	-31.61
26000	-27.79
27500	-21.18
29000	-20.86
30500	-23.84
32000	-27.81
33500	-27.59
35000	-27.02
36500	-34.74
38000	-42.2
39500	-47.19
41000	-48.29
42500	-48.63
44000	-41.87
45500	-32.06
47000	-22.3
48500	-18.67
50000	-19.7
51500	-25.43
53000	-36.31
54500	-39.62
56000	-44.38
57500	-75
59000	-75
60500	-75
62000	-75
63500	-75
65000	-75
66500	-75
68000	-54.74
69500	-48.02
71000	-56.2
72500	-60.54
74000	-55.9
75500	-52.09
77000	-57.56
78500	-75
80000	-75
81500	-75
83000	-75
84500	-75
86000	-75
87500	-75
89000	-75
90500	-75
92000	-75
93500	-75
95000	-75
96500	-75
98000	-75
99500	-75
101000	-75
102500	-75
104000	-75
105500	-75
107000	-75
108500	-75
110000	-75
111500	-75
113000	-75
114500	-75
116000	-75
117500	-75
118000	-56.5
119000	-53.7
120000	-43.5
121000	-25
122000	-14
123000	-7.5
124000	-4.4
125000	-3.5
126000	-2.57
127000	-1.75
128000	-1.1
129000	-0.37
130000	0
